full_text
Pantai Kelapa Kunjir | Rating: 4 | Komentar: tiket lumayan murah dibanding pantai sekitar nya... Bisa ngopi smbil ngadem di rerumputan
"Pantai Setigi Heni | Rating: 5 | Komentar: Tempat nya bersih, pelayanan kafenya ramah, bikin betah"
"Pantai Setigi Heni | Rating: 5 | Komentar: Tempat nya bagus banget, banyak pohon nya jadi ga panas banget, terus fasilitas nya bisa di bilang lengkap, kamar mandi nya bersih. Tempat nya nyaman"
"Pantai Setigi Heni | Rating: 5 | Komentar: Pantai nya bersih, kafenya pelayanan nya ramah, bikin betahhh"
"Pantai Setigi Heni | Rating: 5 | Komentar: Tempatnya bersih, tempat bilas, musholah besih semua.."
"Pantai Setigi Heni | Rating: 5 | Komentar: pantai nya cantik bersih, tidak ramai pengunjung walaupun dekat dengan hari lebaran ,pantai yg biru bisa juga yang mau merilis penyu juga bisa banget per ekornya di kenakan harga 25rb ,ombaknya besar untuk anak"" kecil kurang cocok banyak banget tempat foto"" yg estetik mantap "
Pantai Setigi Heni | Rating: 5 | Komentar: Menyenangkan
"Pantai Setigi Heni | Rating: 3 | Komentar: Lautnya bagus, tp g bs pakai main air krn ombaknya lumayan tinggi, ada beberapa pondokan, dan tersedia glamping, toilet bersih,mushola juga bedsih,perkir ada di atss lumayan luas"
Pantai Setigi Heni | Rating: 5 | Komentar: Suasananya cozy sekali serasa di pantai
Pantai Setigi Heni | Rating: 5 | Komentar: thebest pokoknyaaa....
"Pantai Setigi Heni | Rating: 5 | Komentar: tempat nya enak bangetttt sukaaaa,cafe nyaaa oke menu nya jugaaa oke okee mantapp deh"
Pantai Setigi Heni | Rating: 4 | Komentar: Pelayanan bagus makanannya enak
Pantai Setigi Heni | Rating: 5 | Komentar: bagus banget
"Pantai Setigi Heni | Rating: 5 | Komentar: bersih, makanannya enak"
"Pantai Setigi Heni | Rating: 5 | Komentar: bagus bangetttt, keren, makanan dan eskrimnya enak"
Pantai Setigi Heni | Rating: 5 | Komentar: Makanannya oke minumannya juga suadannya buat bersantai bareng keluraga dan teman bagus bgt ini
"Pantai Setigi Heni | Rating: 5 | Komentar: Datang pas weekdays pantainya sepi jadi tenang banget gak rame sama orang, jalan ke pantainya gak begitu jauh, pantainya bersih, toiletnya bersih, ada cafe makannya lumayan enak."
"Pantai Setigi Heni | Rating: 5 | Komentar: Pantai nya bagus, sunset nya bagus. Makan nya enak enak."
"Pantai Setigi Heni | Rating: 5 | Komentar: Berangkat dari Cikande Serang. Awalnya mau camping di sekitaran pantai Anyer. Eh malah bablas ke Lampung.
Pantainya ok banget, toiletnya bagus."
"Pantai Setigi Heni | Rating: 5 | Komentar: Pantai nya bersih, rap, nyaman"
Pantai Setigi Heni | Rating: 5 | Komentar: Gak sia2 perjalanan dari Bandar Lampung ke Lampung Selatan untuk santai di pantai ini
"Pantai Setigi Heni | Rating: 5 | Komentar: Petugas ramah, lokasi bersih"
Pantai Setigi Heni | Rating: 5 | Komentar: Istri sampe promosikan ni pantai berarti dia suka banget .. tuk yg ngeluh parkir jauh dg pantai cuma orang malas jalan aja
Pantai Setigi Heni | Rating: 5 | Komentar: Makanan nya wort it dan untuk suasana kafe nya ala ala Bali
Pantai Setigi Heni | Rating: 5 | Komentar: Over all is a good.
Pantai Setigi Heni | Rating: 5 | Komentar: GILAAAAA!!!!! KERENNN PARAH
Pantai Setigi Heni | Rating: 5 | Komentar: Sangat menarikk
"Pantai Setigi Heni | Rating: 5 | Komentar: BAGUSSS SEKALIIII  restonya enak makannya enakkk bgttt puasss BGTTT, recommended siii  pokonya luvvvvv"
"Pantai Setigi Heni | Rating: 5 | Komentar: Pantai bersih, cafe suasana mirip di Bali.."
Pantai Setigi Heni | Rating: 5 | Komentar: Pantainya bersih dan nyaman
"Pantai Setigi Heni | Rating: 4 | Komentar: Pantainya cukup bagus, pasirnya putih dan ada beberapa pohon yg membuat tidak begitu panas di siang hari. HTM 100rb/ orang yang sudah include voucher makan 50rb, bisa ditukar di semua resto disana. Namun beberapa menu di Batok Kelapa cafe sold out padahal masih siang dan makanannya cukup lama readynya. Ada stall ice cream juga. Untuk toilet dan musholla cukup bersih, namun sebaiknya disediakan shower/keran untuk cuci kaki/bilas sehingga tidak harus ke toilet/ruang mandi."
"Tanjung Beo Wanawisata | Rating: 4 | Komentar: mungkin dri pihak pengelola blum mmperhatikan,kenyamannya"
"Tanjung Beo Wanawisata | Rating: 5 | Komentar: Salah 1 pantai di daerah kalianda yang bersebelahan langsung dengan pantai M beach, terpisah oleh aliran air dari muara menuju laut. Jika kondisi surut, bisa menyebrang ke m beach, tapi kalau kondisi pasang, sangat sulit krn arus cukup deras. Kalau mau bermain ombak disini agak sedikit kurang nyaman krn banyak batu karang di pantai dan di air. Berbeda dengan pantai di m beach. Masih 1 group dengan m beach di bawah elty resort (cmiiw) cocok kalau mau buat acara kumpul2 keluarga besar atau acara2 tertentu sambil menikmati suasana pantai"
"Tanjung Beo Wanawisata | Rating: 5 | Komentar: Pantainya indah menghadap gunung Raja basa,lokasi pantai sangat bersih, nyaman"
"Tanjung Beo Wanawisata | Rating: 2 | Komentar: Pantainya bau alga, bikin puyeeng"
"Tanjung Beo Wanawisata | Rating: 5 | Komentar: Bagus tidak ramai, lebih enak datang pagi hari"
"Tanjung Beo Wanawisata | Rating: 5 | Komentar: Pantainya bagus,banyak pohon dan sangat nyaman"
Tanjung Beo Wanawisata | Rating: 3 | Komentar: Msh tradisionil
"Tanjung Beo Wanawisata | Rating: 4 | Komentar: Lumayan. Tapi agak sepi aja, ga ada yg jual cemilan"
Tanjung Beo Wanawisata | Rating: 3 | Komentar: pantai nya masih lumayan sepi dan ada beberapa spot untuk foto. paling cocok memang utk kegiatan outbond perusahaan. kalau utk keluarga cukup ok tapi kurang sarana permainan.
Tanjung Beo Wanawisata | Rating: 4 | Komentar: Okelah.. pantai berombak tenang dan gak terlalu ramai..
Tanjung Beo Wanawisata | Rating: 3 | Komentar: Tidak terlalu nyaman
"Tanjung Beo Wanawisata | Rating: 5 | Komentar: Bersih, nyaman, tenang dan aman bersama keluarga dan saudara.."
Tanjung Beo Wanawisata | Rating: 4 | Komentar: Camping ground
Tanjung Beo Wanawisata | Rating: 3 | Komentar: Perlu perbaikan lagi
Tanjung Beo Wanawisata | Rating: 3 | Komentar: Kebersihan pantai perlu lebih dijaga
"Tanjung Beo Wanawisata | Rating: 2 | Komentar: Msh dalam perbaikan,  pantai msih byk kerikil karangnya."
Tanjung Beo Wanawisata | Rating: 5 | Komentar: Keren tempat nya
Tanjung Beo Wanawisata | Rating: 5 | Komentar: Nice new opened beach at krakatau nirwana resort area
Tanjung Beo Wanawisata | Rating: 3 | Komentar: Cocok untuk menghibur diri
Tanjung Beo Wanawisata | Rating: 5 | Komentar: Beautiful view
Tanjung Beo Wanawisata | Rating: 5 | Komentar: Masih ada burung bangau disini ... kepiting di sela pohon mangrove ..
"Pantai Ketang | Rating: 5 | Komentar: Ini kali pertama main ke Pantai Ketang.
Bentuk pantai ada yg berpasir, dan ada yg berbatu dangkal dengan ombak yg lumayan gede menurutku.
Secara view, bagus banget menurutku kalo buat foto"" terutama pas sore sambil nunggu sunset. Sambil ngopi, buat ngilangin penat tanpa mikirin budget karna nongkrong di pantai ini gratis alias FREE ya...
Kalau mau beli jajanan dan es ada banyak yg jualan
Btw ini di bagian ujung pantai ya, sengaja cari spot yg gak terlalu ramai. Karna makin sore makin rame yg nongki.

Minusnya pantai ini yaitu gak ada pohon, jadi kalo gak sore panas bgt

Oh iya, aku start dari Tanjung Bintang dengan waktu tempuh gak nyampe 11/2jam, gak beda jauh kalau main ke pantai daerah pesawaran."
"Pantai Ketang | Rating: 5 | Komentar: Pantai Batu Rame yang berdekatan dengan pusat kota Kalianda menjadi salah satu destinasi ngabuburit bagi warga di Lampung Selatan dan sekitarnya
Selain gratis pemandangan juga full gunung rajabasa, sangat ramah buat anak anak mandi laut selain lautnya yang jernih bibir pantai yang luas jadi saat mandi tidak terlalu dalam"
Pantai Ketang | Rating: 5 | Komentar: Sangat bagus dan indah mantap
"Pantai Ketang | Rating: 5 | Komentar: Tempatnya baguss dan lumayan bersih, ada banyak penjual disekitar pantai dan tempat duduk duduk santai gitu, lokasinya juga lumayan bisa dijangkau"
Pantai Ketang | Rating: 4 | Komentar: Bagus tapi sayang udah ga ke rawat
Pantai Ketang | Rating: 4 | Komentar: Sampah-sampahnya semoga bisa lebih dibersihkan lagi di area jualan
Pantai Ketang | Rating: 1 | Komentar: Tyygu
Pantai Ketang | Rating: 5 | Komentar: PURWOREJO/PRJ. DESA BAKTIRASA. KECA SERAGI.LAMPUNG SELATAN . KOTA KALIANDA. PROVINSI LAMPUNG
Pantai Ketang | Rating: 5 | Komentar: pantai nya indah
Pantai Ketang | Rating: 4 | Komentar: Ombaknya indah
"Pantai Ketang | Rating: 5 | Komentar: Salah satu spot pantai di kalianda buat therapi penyakit,,ombaknya bersahabat jdi ngk takut buat main di bibir pantai,.suasana pagi di sini sangat menyenangkan"
Pantai Ketang | Rating: 5 | Komentar: Nyenengin anak dan keponakan di pantai ketang ini hari ke 3 idul fitri 12 april 2024
"Pantai Ketang | Rating: 5 | Komentar: Tempat lumayan bagus pantai berpasir putih dg hiuran ombak yg menyegarkan suasana angin laut
Dan semnatara tidak ada tiket masuk  (gratis )
Hanya tips juru parkir sahaja.. mantaab"
"Pantai Ketang | Rating: 5 | Komentar: Pantai nya bagus, cocok buat santai di sore hari,,gratis pula ya kan"
Pantai Ketang | Rating: 3 | Komentar: Pantai dg banyak batu karang
Pantai Ketang | Rating: 5 | Komentar: lebih asik kesini cari sunset atau sunrise kalo sianf ga rekomen karena panas dan ga ada apa apa ga ada pohon juga
"Pantai Ketang | Rating: 2 | Komentar: bagus kok, pantainya bersih. cuma blm terawat dg baik. masih perlu perbaikan...
anak2 bisa main, yg dewasa jg bisa puas mandi."
"Pantai Ketang | Rating: 5 | Komentar: Bisa jadi pilihan terbaik , indah untuk berlibur bersama keluarga"
"Pantai Ketang | Rating: 4 | Komentar: Senang, siip "
Pantai Ketang | Rating: 5 | Komentar: Alhamdulillah gratis
"Pantai Ketang | Rating: 5 | Komentar: gratis pantai di pinggiran jalan, hanya 1.5km dari kota Kalianda, namun selalu macet hari hari tertentu..
Pas untuk menikmati sanset di kala senja."
"Pantai Ketang | Rating: 5 | Komentar: Bagus, gratis, dan oke banget si kalo sekedar foto-foto aja, terus disekitarnya banyak jajanan juga tapi kurang recomend untuk berenang karna agak kotor dan rame"
Pantai Ketang | Rating: 4 | Komentar: Masih alami dan kurang terawat
Pantai Ketang | Rating: 5 | Komentar: Tempat wisata gratis
"Pantai Ketang | Rating: 5 | Komentar: Dari pengalaman sih okee, kalo sore rame di sini, cuma hati-hati aja banyak batunya"
Pantai Ketang | Rating: 1 | Komentar: Keren buat ajak anak2 mandi pantai...
"Pantai Ketang | Rating: 4 | Komentar: Pantai dengan tarif 0 rupiah, cukup bayar parkir aja ya gaes ya, ombak nya lumayan besar, untuk foto-foto oke lah, yg bawa anak kecil wajib di awasin yaaa"
"Pantai Ketang | Rating: 5 | Komentar: Suka sekali, kapan2 kesini lagi"
Pantai Ketang | Rating: 5 | Komentar: Kerenlah kalianda memang punya cerita nya sendiri
Pantai Ketang | Rating: 5 | Komentar: Lumayan
"Pantai Ketang | Rating: 5 | Komentar: Tempatnya bagus banget, gratis dan banyak juga yang jual makanan.."
Pantai Ketang | Rating: 5 | Komentar: Pantai bagus bersih
Pantai Ketang | Rating: 5 | Komentar: Gratis dan ramai para pengunjung maupun warga sekitar
Pantai Ketang | Rating: 5 | Komentar: Pantai gratis dgn view ombak yg keren..
Pantai Ketang | Rating: 5 | Komentar: Keren
"Pantai Ketang | Rating: 5 | Komentar: Cuma bayar parkir aja 5rb untuk mobil, cuma karna di pinggir jalan jadi gx ad tempat teduhnya, cocok buat nyore"
Pantai Ketang | Rating: 5 | Komentar: Pemandangan nya indah di sore hari cocok bnget buat yang suka poto2
"Pantai Ketang | Rating: 5 | Komentar: Pantai ini lumayan buat cuci mata, banyak jajan dipinggir pantai, yang paling mantep kue pancongnya sih, enak banget"
"Pantai Ketang | Rating: 5 | Komentar: Pantai ny nyaman bngt, & gratis
Cukup bayar parkir sj,"
Pantai Ketang | Rating: 5 | Komentar: Tempat yg indah. Disore hari
Pantai Ketang | Rating: 5 | Komentar: Nice public beach
"Pantai Ketang | Rating: 5 | Komentar: Tempat ini indah, dan gratis"
Pantai Ketang | Rating: 3 | Komentar: Perlu penanganan yg lebih serius
Pantai Ketang | Rating: 5 | Komentar: bagus
"Pantai Ketang | Rating: 5 | Komentar: Reza Rabbani - Kalianda - Pantai Ketang yang berada di lampung, merupakan salah satu pantai yang sangat digemari untuk dikunjungi oleh sebagian orang yang ada di kota lampung. Dan banyak lagi para pengunjung dari luar kota hingga mancanegara, yang menghabiskan waktu liburannya bersama keluarga untuk bermain ria di Pantai Ketang ini.
Pantai dengan ciri khas dan dengan berbagai keunikannya, menjadikan pantai ini selalu ramai didatangi oleh para pengunjung pada tiap harinya. Tidak sekadar hari libur saja memang pada hari aktif pun masih banyak pengunjung yang mendatangi pantai yang satu ini.Karena ada beberapa hal yang menjadikan pantai ini sangatlah ramai didatangi oleh para wisatawan.

Menelusuri jalanan untuk menuju kesebuah Pantai Ketang ini tentunya memerlukan percobaan, guna mengetahui bagaimana seriusnya pengelola mengembangkan wisata Pantai Ketang ini. Ketika anda melakukan perjalanan menuju pantai ini, pastilah akan diberikan kemudahan karena adanya sarana informasi tentang jalur yang akan anda tempuh hingga sampai ke Pantai Ketang ini.Sehingga tidak akan kesasar ataupun bingung mencari jalan menuju pantai tersebut.

Selain dari pihak pengelola terkait juga didukung pula oleh media sosial yang saat ini sedang gencar-gencarnya menginformasikan seluruh potensi yang dimiliki oleh Lampung. Cukup anda membuka internet kemudian mengikuti maps yang ada pada internet, dan pastilah anda tidak akan kesasar dan akan tepat waktu sampai ke Pantai Ketang ini"
Pantai Ketang | Rating: 5 | Komentar: Ketang nih bos
Pantai Ketang | Rating: 5 | Komentar: pemandangan yang menakjubkan
"Pantai Ketang | Rating: 5 | Komentar: pemandangan bagus,tapi jalan menuju pantai masih harus diperbaiki"
Pantai Ketang | Rating: 5 | Komentar: Gratis
"Pantai Ketang | Rating: 5 | Komentar: Ini sih enak banget ya, pantainya gratis, batu karangnya banyak jd bisa cari kelomang jajanannya juga ramah dikantong tapi ini kayanya gada kamar mandi sih. Overall untuk pantainya cukup bersih"
Pantai Ketang | Rating: 5 | Komentar: Bagus cocok untuk berfoto
Pantai Ketang | Rating: 5 | Komentar: Salah satu pantai i dah dan bebas pungutan
Pantai Ketang | Rating: 3 | Komentar: Goood
Pantai Ketang | Rating: 4 | Komentar: 8ndah sunset..tinggal kelola parkir..mushola..toilet
Pantai Ketang | Rating: 5 | Komentar: Bagus
Pantai Ketang | Rating: 5 | Komentar: Wisata keluarga tanpa biaya
"Pantai Ketang | Rating: 3 | Komentar: Bagus,,"
Pantai Ketang | Rating: 5 | Komentar: Perjalanan lumayan jauh tapi ketika sampai beh GK sia sia
Pantai Ketang | Rating: 5 | Komentar: Pernah camping dan pengalaman dengan GCam sangat asyik.
"Pantai Ketang | Rating: 5 | Komentar: Ini laut sebelum nya tempat pembuangan air tambak.
Jadi dulu klo tambak nya lagi di kuras bakal gatal2 klo mandi.
Tapi sekrang sudah di tutup tempat pembuangan air nya

Klo mandi yg aman batas nya dari batu pojok kiri sampai batu pojok kanan.
Jangan terlalu kanan bahaya, banyak yg sudah tenggelam karena mandi di pojok foto kanan.

Banyak kepiting bisa buat makan.

Dan ini satu-satu nya bibir pantai yg masih gratis buat mandi.

Pertahan kan.
Karena banyak yg berendam disini selepas subuhan, jam 5 subuh aja udah ramai klo akkhir pekan."
Pantai Ketang | Rating: 5 | Komentar: Keren pemandangan nya.
"Pantai Ketang | Rating: 5 | Komentar: Salah satu pantai Favorit warga kalianda ( Gratis ),"
Pantai Ketang | Rating: 5 | Komentar: Lumayan buat anak-anak mandi laut & main di pantai karena lebih dekat dari rumah
Pantai Ketang | Rating: 5 | Komentar: Warung makan pak Raden mantap
Pantai Ketang | Rating: 5 | Komentar: Adakah fasilitas mck?
Pantai Ketang | Rating: 5 | Komentar: Bagus booo
"Pantai Ketang | Rating: 5 | Komentar: Alami, asri, indah, aman, ramai"
"Pantai Ketang | Rating: 5 | Komentar: Promosi nih masih gratis.. wisata asri hiburan pagi atau sore hari di waktu liburan, untuk hobi mancing ikan juga,siiplah promosi untuk wisata Kalianda...
Cobalah.. selalu ramai lho."
Pantai Ketang | Rating: 5 | Komentar: Pantainyang bagus ditepibkota kalianda wisata gratis. Paling kalau ada tukang parkir cuma bayar parkir. Sayangnya tidak ada toilet umumnya
Pantai Ketang | Rating: 5 | Komentar: Spot fotonya banyak
"Batu Ceper | Rating: 5 | Komentar: Unik, buat yg gabut ke pantai sebalang bisa cobain sampe ke batu ceper sini, tempatnya jarang di kunjungi selain penduduk lokal aja"
Batu Ceper | Rating: 5 | Komentar: pemandangan bagus cocok untuk healing sendirian. untuk rute bersepeda sangat bagus. bawa bekal apabila ingin kesini karena tidak ada warung. minimal bawa minum
Batu Ceper | Rating: 5 | Komentar: Pemandangan terbaik. Cocok untuk mancing
Batu Ceper | Rating: 5 | Komentar: Gratis dan belom ada akses jalan layak dan belom ada fasilitas apa apa
Batu Ceper | Rating: 5 | Komentar: Beautiful
Batu Ceper | Rating: 5 | Komentar: pantainya masih alami
"Batu Ceper | Rating: 4 | Komentar: Masih alami tempatnya+bebas sampah, cuman akses masuknya, mobil ga bisa masuk sampai ke lokasi"
Batu Ceper | Rating: 5 | Komentar: Ok
"Batu Ceper | Rating: 4 | Komentar: Ombaknya kalau lagi pasang, bisa tinggi banget. Pantai cantik, banyak batu-batuan, pasir juga tidak padat. Pemandangan nya bagus untuk foto, cuma jalan kesana agak ekstrim."
Batu Ceper | Rating: 5 | Komentar: mantaps bersih tempatnya
Batu Ceper | Rating: 5 | Komentar: Kampung halaman istri
Batu Ceper | Rating: 5 | Komentar: Niatnya mancing bersama @iskandar benco pada malah hari.tapi ombaknya mantab.
Batu Ceper | Rating: 5 | Komentar: Mantab ombaknya
"Batu Ceper | Rating: 4 | Komentar: Bagus,jauh dari kebisingan,ada clift nya..rekomended untuk bersantay.."
"Batu Ceper | Rating: 4 | Komentar: Dulu sekali penduduk setempat menamakan lokasi ini batu landap..
Karena batu karangnya lumayan tajam..
Hanya ada sedikit pantai berpasir disini...
Bila kita masuk lebih dalam , maka kita akan sampai di sport mancing , penduduk setempat menamakan tempat tersebut batu Masjid...
Ikan yang didapat Giant travelly atau penduduk lokal menamakan ikan simbah...
Disamping itu juga ada ikan baronang atau penduduk lokal menamakan ikan Samadar"
"Batu Ceper | Rating: 5 | Komentar: Asyik buat goweser MTB. Kalo mau cross country kesini. Jalan aspal habis lanjutin aja sampe jalan setapak. Spot pemancing pinggiran ini disini. Pas musim ikan sepertinya banyak ikan-ikan besar disini. Jalan belum ketemu jalan tembus ke desa lain (belum coba jalan kebon). Jadi puter balik kalo mau kembali.
Tempat ini belum dikelola, jadi masih alami"
Batu Ceper | Rating: 5 | Komentar: Bagus
Batu Ceper | Rating: 4 | Komentar: Banyak kenangan
Batu Ceper | Rating: 5 | Komentar: Cumi kadut nya jossss
Batu Ceper | Rating: 5 | Komentar: Pengen nyobain
"Batu Ceper | Rating: 5 | Komentar: Asli banget , tempatnya diujung yang ngebuat pantai ini jarang di kunjungin."
Batu Ceper | Rating: 5 | Komentar: Tempatnya para pemburu monster sumba
Batu Ceper | Rating: 5 | Komentar: Mantap pemandangan alamnya
Batu Ceper | Rating: 5 | Komentar: Mntap tempatbya
Batu Ceper | Rating: 5 | Komentar: Sangat indah dan asri
Batu Ceper | Rating: 5 | Komentar: Pemadangan laut yang indah saat sore hari
Batu Ceper | Rating: 5 | Komentar: Sunsetan
Batu Ceper | Rating: 4 | Komentar: Nyaman masih murni sangat ni laut bnyak nelayan yg mncari penghasilan dr rumput laut yg amat banyak
Batu Ceper | Rating: 5 | Komentar: Sepi pengunjung. Masih asri bangetttt
Batu Ceper | Rating: 5 | Komentar: Beautiful!
Batu Ceper | Rating: 4 | Komentar: Keren buat foto foto dan liburan
Batu Ceper | Rating: 4 | Komentar: Pantai umum dgn batu2 besar Dan ombak besar. Spot yg cantik until melihat sunset. Instagrameble bgt
"Batu Ceper | Rating: 3 | Komentar: alami dan terdapat ombak yang lumayan besar,cocok untuk bersantai."
Batu Ceper | Rating: 5 | Komentar: Best sunset place
Pantai Kedu Kalianda | Rating: 3 | Komentar: Lumayan bersampah
"Pantai Kedu Kalianda | Rating: 4 | Komentar: Masuk 15rb
Pantainya yaa lumayan laa, tapi cukup banyak sampahnya di dekat laut"
Pantai Kedu Kalianda | Rating: 4 | Komentar: Bagus dan adem
Pantai Kedu Kalianda | Rating: 5 | Komentar: Ngopi pagi di pantai kedu sambil menikmati pantai yg indah
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Wuihh... indah bgt gaez... pantainya pasir putih bersih gda karangnya, ombaknya lumayan kenceng ada bangkai prahunya yg ikonik. Pas dteng lgi sepi2nya asli cm kita bertiga doang.. serasa pantai pribadii...  seumur2 baru kali ini ke pantai yg gda orangnya. Tp kebersihannya dijaga bgt ama patugas pantainya. Walau sepi pengunjung tp ttp dibersihin sampah2nya keren sihhh...

Banyak gazebo2 cantik yg berbayar 40 ribu ada jg yg gratis kya gazebo dr pohon pandan laut itu estetik bgt.
Tiket permotor 20.000 walau sendri ttp itungannya 20.000"
Pantai Kedu Kalianda | Rating: 4 | Komentar: Ya bagus
Pantai Kedu Kalianda | Rating: 1 | Komentar: pengamanan ga sesuai dengan pemandangan nya karena motor saya kontak di bobol dan pihak tidak mau bertanggungjawab atas kesalahan nya 
Pantai Kedu Kalianda | Rating: 1 | Komentar: tukang jaga Pantai nya tidak ramah!!
"Pantai Kedu Kalianda | Rating: 1 | Komentar: penjaga nya ga sopan, suka bentak bentak tidak jelas, pelayanan kurang ramah,"
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Tiket 20rb buat 2 orang + motor.

Pantainya bersih, banyak yg bebersih.

Ada danau kecil buat kayak. Seru sih"
Pantai Kedu Kalianda | Rating: 5 | Komentar: Tempatnya oke banget buat liburan tempat nya cantik bersih apalagi ada view gunung nya behhh gabakal nyesel kesini mah budgetnya juga ga banyak nguras kantong
Pantai Kedu Kalianda | Rating: 5 | Komentar: Travel jemput Artis Trisuaka. Mantap
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Pantai selalu menjadi salah satu tempat yang menenangkan dan romantis untuk dikunjungi. Keindahan alam, deburan ombak, pasir putih, dan birunya langit memang menjadi daya tarik tersendiri. Tidak heran jika banyak orang yang merasa terinspirasi. Indahnya pantai membawa kedamaian yang tak tergantikan dan deburan ombak pantai selalu membawa ketenangan di hatiku. Pantai kedu berlokasi di Kalianda  dgn  pasir putih dan airnya bersih, yg pasti nyaman dgn segala keindahannya.
#PantaiKedu
#Kalianda"
Pantai Kedu Kalianda | Rating: 5 | Komentar: Banyak Kenangan Di Pantai Ini
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Cukup ramai untuk week end,, bersih,, teduh banyak pohon2,, bisa camping jga seruu"
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Tempat yang bagus dan indah,di lengkapi dengan tingkat kebersihan dan kenyamanan yang lengkap."
"Pantai Kedu Kalianda | Rating: 2 | Komentar: Terlalu berisik, orgen berisik gak jelas, gak semua suka oragen"
"Pantai Kedu Kalianda | Rating: 4 | Komentar: pantainya bagus banget, bersih, ada kudanya ,air jernih, tpi mungkin karna bulan ini lgi musim tertentu jdi ombaknya besar, pasir juga warnanya hitam.. tpi tetep oke buat liburan."
Pantai Kedu Kalianda | Rating: 1 | Komentar: Sangat bagus pantai y indah dan bersih
Pantai Kedu Kalianda | Rating: 5 | Komentar: sangat keren... bersih.. tiket 15 k perorang...   bgus bgt bt spot foto2
Pantai Kedu Kalianda | Rating: 5 | Komentar: pantai kedu sangat bagus
Pantai Kedu Kalianda | Rating: 5 | Komentar: Tempat istrahat yg sangat nyaman
Pantai Kedu Kalianda | Rating: 5 | Komentar: Keren
Pantai Kedu Kalianda | Rating: 5 | Komentar: mantap
"Pantai Kedu Kalianda | Rating: 5 | Komentar: 13 April 2024
Masya Allah bagus pantainya 
Tiket 10rb/org dewasa, parkir mobil 20rb, toilet 3rb.
Pantai  dgn view gunung Rajabasa "
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Pantai yg sangat bagus ramah dikantong,supaya ketersediaan toilet diperbanyak"
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Pantai bersih, landai, parkir adem dibawah pepohonan"
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Waktu lagi keliling, ketemu pantai ini. HTM nya 5.000/orang. Pantainya luas, bersih, dan airnya jernih. Anginnya sepoi sepoi. Sejuk. Cocok banget buat nyantai di sini. Best place juga buat menikmati sunset."
Pantai Kedu Kalianda | Rating: 5 | Komentar: bagusss
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Diselah rutinitas , tidak buruk, ..

Menghibur keluarga kecil.

Semangat pejuang rupiah.."
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Bagusss bngttt,bersih jugaaa,paling masyaaAllah pas sunset siii,buat gamau pergiiii:(("
Pantai Kedu Kalianda | Rating: 5 | Komentar: Bagus
"Pantai Kedu Kalianda | Rating: 4 | Komentar: Tempatnya cukup bersih dan pemandanganya pun indah sekali yaitu gunung rajabasa, lumayan sejuk karena banyak pohon disinii, ada juga tempat camping, makananyapun cukup murah dan bervariasi jangan takut kalau ga bawa bekal,karena sudah banyak bgt warung makan yg menyediakan nasi ayam,geprek,ikan bakar,soto,bakso,tekwan,dll... Pasir pantainya pun lembut sekali,bersih,cuma pantai kedu tidak disarankan untuk mandi berenang ya karena ombaknya cukup besar sekali, untuk yang mau lihat sunset dan sunrise ini adalah tempatnyaaaaaa fix no debat. Cocok bgt untuk preweding atau acara lainya seperti family gatering, party dan healing bareng org kesayayangan kalian "
Pantai Kedu Kalianda | Rating: 5 | Komentar: Nice beach
Pantai Kedu Kalianda | Rating: 4 | Komentar: Pantainya indah dengan pemandangan gunung Rajabasa dan pantai kedu bagus untuk melihat sunset
Pantai Kedu Kalianda | Rating: 5 | Komentar: Nyaman bgt sih wajib ksini sih menurutku
Pantai Kedu Kalianda | Rating: 3 | Komentar: Bersih
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Tiket masuknya murah meriah, pemandangannya bagus, pantainya bersih"
Pantai Kedu Kalianda | Rating: 5 | Komentar: 10 December 2023 
"Pantai Kedu Kalianda | Rating: 5 | Komentar: Untuk tiket masuknya terjangkau lah, pantai nya juga bersih, dan tempatnya cantik banget untuk liat sunset "
"Pantai Kedu Kalianda | Rating: 5 | Komentar: 14-07-2023

Kunjungan pertama Kali ke pantai kedu kalianda tanggal 14 juli dan kunjungan yang kedua tanggal 29 Augustus
Askes masuk yang dekat dan mudah untuk ditemukan, selain itu pantai ini sangat luas dengan hamparan pasir putih yang sangat bersih,,
Disepanjang pantai terdapat gubug"" pendopo yang gratis digunakan bagi pengunjung 
Biaya tiket yang relativ murah,

Pantai yang nyaman untuk liburan keluarga apalagi bagi anak"",,hindari datang tengah hari karena cuaca yang panas, pasir pantai sangat panas,,

Sangat recommended dan layak untuk dikunjungi "
Pantai Kedu Kalianda | Rating: 5 | Komentar: Comfyy
Pantai Kedu Kalianda | Rating: 5 | Komentar: Demi apapunn sunset nyaa kerenn abiezz
Pantai Kedu Kalianda | Rating: 4 | Komentar: Pasirnya lembut landai banyak tempat makan dan tempat yg rimbun
